group	fill	y	showSelected1
1	#000000	0.245362085511516	sous-entraînement
1	#00BFFF	0.167210358063128	validation
1	#000000	0	sous-entraînement
1	#00BFFF	0.556566719589734	validation
1	#FF0000	0.509017215005666	test
1	#000000	0.565978965221754	sous-entraînement
1	#00BFFF	0.887659047823062	validation
1	#000000	0.249636292110789	sous-entraînement
1	#00BFFF	0.162190365385348	validation
1	#FF0000	0.67234913601576	test
1	#000000	0.331386712295376	sous-entraînement
1	#00BFFF	0.433035823770607	validation
1	#000000	0.0981440772982566	sous-entraînement
1	#00BFFF	0.133600935667755	validation
1	#FF0000	0.258353052229088	test
1	#000000	0.110925795250079	sous-entraînement
1	#00BFFF	0.250663011909418	validation
1	#000000	1	sous-entraînement
1	#00BFFF	0.108480176296376	validation
1	#FF0000	0.314008995157231	test
1	#000000	0.689121059090245	sous-entraînement
1	#00BFFF	0.387744277101614	validation
1	#000000	0.150101794367597	sous-entraînement
1	#00BFFF	0.612015519830755	validation
1	#FF0000	0.298618680313302	test
1	#000000	0.154176160496128	sous-entraînement
1	#00BFFF	0.89194762273045	validation
1	#000000	0.0919772790530258	sous-entraînement
1	#00BFFF	0.551773933709127	validation
1	#FF0000	0.112897882480779	test
1	#000000	0.0179270081801148	sous-entraînement
1	#00BFFF	0.0642439512656902	validation
1	#000000	0.167177216639457	sous-entraînement
1	#00BFFF	0.308749232623598	validation
1	#FF0000	0.397716086861061	test
1	#000000	0.246331039474778	sous-entraînement
1	#00BFFF	0.385925726642014	validation
1	#000000	0.758000073493727	sous-entraînement
1	#00BFFF	0.227003474147007	validation
1	#FF0000	0.107100796267311	test
1	#000000	0.31909949435652	sous-entraînement
1	#00BFFF	0.184459554092104	validation
1	#000000	0.454728474497895	sous-entraînement
1	#00BFFF	0.0458274972184753	validation
1	#FF0000	0.187823372804194	test
1	#000000	0.363027321668968	sous-entraînement
1	#00BFFF	0.691270557101169	validation
1	#000000	0.185752424449211	sous-entraînement
1	#00BFFF	0.352702621470761	validation
1	#FF0000	0.253554770315578	test
1	#000000	0.178095779101757	sous-entraînement
1	#00BFFF	0.530132876563767	validation
1	#000000	0.0538312741888525	sous-entraînement
1	#00BFFF	0.371423034998969	validation
1	#FF0000	0.744350614675162	test
1	#000000	0.696154469811874	sous-entraînement
1	#00BFFF	0.210417931922462	validation
1	#000000	0.148003406822518	sous-entraînement
1	#00BFFF	0.323644374222786	validation
1	#FF0000	0.14418792932301	test
1	#000000	0.612751045437881	sous-entraînement
1	#00BFFF	0.450507657368446	validation
1	#000000	0.105305567981688	sous-entraînement
1	#00BFFF	0.0402415703784107	validation
1	#FF0000	0.231948680945149	test
1	#000000	0.44983998907041	sous-entraînement
1	#00BFFF	0.0447896388768509	validation
1	#000000	0.25826575348907	sous-entraînement
1	#00BFFF	0.641097856584902	validation
1	#FF0000	0.648080966038535	test
1	#000000	0.235334227510469	sous-entraînement
1	#00BFFF	0.487714708517393	validation
1	#000000	0.124791869895382	sous-entraînement
1	#00BFFF	0.222203293356126	validation
1	#FF0000	0.206057186244473	test
1	#000000	0.641367808085979	sous-entraînement
1	#00BFFF	0.499137740006179	validation
1	#000000	0.188805663403078	sous-entraînement
1	#00BFFF	0.279083900475605	validation
1	#FF0000	0.858619366429621	test
1	#000000	0.118799085501337	sous-entraînement
1	#00BFFF	0.288625875796908	validation
1	#000000	0.0925467762347577	sous-entraînement
1	#00BFFF	0.136193620549975	validation
1	#FF0000	0.523095784835208	test
1	#000000	0.356898232567719	sous-entraînement
1	#00BFFF	0.150727885885592	validation
1	#000000	0.634778302317668	sous-entraînement
1	#00BFFF	0.256253710219726	validation
1	#FF0000	0.411720579039736	test
1	#000000	0.439587392069876	sous-entraînement
1	#00BFFF	0.678798497227031	validation
1	#000000	0.257129660092478	sous-entraînement
1	#00BFFF	0.541175744719337	validation
1	#FF0000	0.41522429240627	test
1	#000000	0.378013890623973	sous-entraînement
1	#00BFFF	0.228356771922089	validation
1	#000000	0.0410661598283928	sous-entraînement
1	#00BFFF	0.554547628960774	validation
1	#FF0000	0.096244692518765	test
1	#000000	0.245362085511516	sous-entraînement
1	#00BFFF	0.167210358063128	validation
1	#000000	0	sous-entraînement
1	#00BFFF	0.556566719589734	validation
1	#FF0000	0.509017215005666	test
1	#000000	0.565978965221754	sous-entraînement
1	#00BFFF	0.887659047823062	validation
1	#000000	0.249636292110789	sous-entraînement
1	#00BFFF	0.162190365385348	validation
1	#FF0000	0.67234913601576	test
1	#000000	0.331386712295376	sous-entraînement
1	#00BFFF	0.433035823770607	validation
1	#000000	0.0981440772982566	sous-entraînement
1	#00BFFF	0.133600935667755	validation
1	#FF0000	0.258353052229088	test
1	#000000	0.110925795250079	sous-entraînement
1	#00BFFF	0.250663011909418	validation
1	#000000	1	sous-entraînement
1	#00BFFF	0.108480176296376	validation
1	#FF0000	0.314008995157231	test
